id,home_team,away_team,win,loss,game_number,date,year
Boston Celtics,New York Knicks,Boston Celtics,1,0,1,-415915200.0,1957
Boston Celtics,Boston Celtics,New York Knicks,1,1,2,-415306800.0,1957
Boston Celtics,Boston Celtics,Minneapolis Lakers,2,1,3,-414702000.0,1957
Boston Celtics,Syracuse Nationals,Boston Celtics,3,1,4,-414615600.0,1957
Boston Celtics,Boston Celtics,Minneapolis Lakers,3,2,5,-414356400.0,1957
Boston Celtics,Fort Wayne Pistons,Boston Celtics,3,3,6,-414270000.0,1957
Boston Celtics,Boston Celtics,Rochester Royals,4,3,7,-414097200.0,1957
Boston Celtics,Rochester Royals,Boston Celtics,5,3,8,-414010800.0,1957
Boston Celtics,Boston Celtics,Philadelphia Warriors,6,3,9,-413751600.0,1957
Boston Celtics,Philadelphia Warriors,Boston Celtics,7,3,10,-413665200.0,1957
Boston Celtics,Boston Celtics,Syracuse Nationals,8,3,11,-413492400.0,1957
Boston Celtics,St. Louis Hawks,Boston Celtics,9,3,12,-413233200.0,1957
Boston Celtics,Boston Celtics,Minneapolis Lakers,10,3,13,-413146800.0,1957
Boston Celtics,Boston Celtics,Fort Wayne Pistons,11,3,14,-412974000.0,1957
Boston Celtics,Boston Celtics,Fort Wayne Pistons,12,3,15,-412887600.0,1957
Boston Celtics,Boston Celtics,St. Louis Hawks,13,3,16,-412628400.0,1957
Boston Celtics,Philadelphia Warriors,Boston Celtics,13,4,17,-412455600.0,1957
Boston Celtics,Boston Celtics,Minneapolis Lakers,14,4,18,-412369200.0,1957
Boston Celtics,Syracuse Nationals,Boston Celtics,14,5,19,-412196400.0,1957
Boston Celtics,Boston Celtics,Fort Wayne Pistons,15,5,20,-412023600.0,1957
Boston Celtics,Boston Celtics,Rochester Royals,15,6,21,-411937200.0,1957
Boston Celtics,Boston Celtics,St. Louis Hawks,16,6,22,-411678000.0,1957
Boston Celtics,Boston Celtics,Philadelphia Warriors,16,7,23,-411591600.0,1957
Boston Celtics,New York Knicks,Boston Celtics,16,8,24,-411418800.0,1957
Boston Celtics,Boston Celtics,St. Louis Hawks,17,8,25,-411073200.0,1957
Boston Celtics,Fort Wayne Pistons,Boston Celtics,17,9,26,-410986800.0,1957
Boston Celtics,Boston Celtics,Philadelphia Warriors,17,10,27,-410814000.0,1957
Boston Celtics,Boston Celtics,Philadelphia Warriors,18,10,28,-410727600.0,1957
Boston Celtics,Boston Celtics,Rochester Royals,19,10,29,-410641200.0,1957
Boston Celtics,Boston Celtics,Syracuse Nationals,20,10,30,-410382000.0,1957
Boston Celtics,Boston Celtics,Philadelphia Warriors,21,10,31,-410209200.0,1957
Boston Celtics,Boston Celtics,Syracuse Nationals,21,11,32,-409950000.0,1957
Boston Celtics,Boston Celtics,Fort Wayne Pistons,22,11,33,-409777200.0,1957
Boston Celtics,New York Knicks,Boston Celtics,22,12,34,-409604400.0,1957
Boston Celtics,Fort Wayne Pistons,Boston Celtics,23,12,35,-409431600.0,1957
Boston Celtics,St. Louis Hawks,Boston Celtics,23,13,36,-409258800.0,1957
Boston Celtics,Minneapolis Lakers,Boston Celtics,23,14,37,-409172400.0,1957
Boston Celtics,Boston Celtics,St. Louis Hawks,24,14,38,-408740400.0,1957
Boston Celtics,Rochester Royals,Boston Celtics,25,14,39,-408654000.0,1957
Boston Celtics,Boston Celtics,New York Knicks,26,14,40,-408567600.0,1957
Boston Celtics,Boston Celtics,Syracuse Nationals,27,14,41,-408308400.0,1957
Boston Celtics,Boston Celtics,Minneapolis Lakers,28,14,42,-408135600.0,1957
Boston Celtics,Philadelphia Warriors,Boston Celtics,29,14,43,-407962800.0,1957
Boston Celtics,Boston Celtics,Philadelphia Warriors,30,14,44,-407876400.0,1957
Boston Celtics,Boston Celtics,Minneapolis Lakers,31,14,45,-407790000.0,1957
Boston Celtics,Boston Celtics,Syracuse Nationals,31,15,46,-407703600.0,1957
Boston Celtics,Syracuse Nationals,Boston Celtics,31,16,47,-407617200.0,1957
Boston Celtics,New York Knicks,Boston Celtics,32,16,48,-407444400.0,1957
Boston Celtics,Boston Celtics,New York Knicks,33,16,49,-407358000.0,1957
Boston Celtics,Boston Celtics,Syracuse Nationals,34,16,50,-407185200.0,1957
Boston Celtics,Boston Celtics,Fort Wayne Pistons,35,16,51,-407098800.0,1957
Boston Celtics,Boston Celtics,New York Knicks,35,17,52,-406926000.0,1957
Boston Celtics,Rochester Royals,Boston Celtics,35,18,53,-406839600.0,1957
Boston Celtics,Boston Celtics,Philadelphia Warriors,36,18,54,-406753200.0,1957
Boston Celtics,Minneapolis Lakers,Boston Celtics,36,19,55,-406494000.0,1957
Boston Celtics,Fort Wayne Pistons,Boston Celtics,36,20,56,-406407600.0,1957
Boston Celtics,St. Louis Hawks,Boston Celtics,37,20,57,-406321200.0,1957
Boston Celtics,Syracuse Nationals,Boston Celtics,37,21,58,-406148400.0,1957
Boston Celtics,New York Knicks,Boston Celtics,38,21,59,-405975600.0,1957
Boston Celtics,Boston Celtics,St. Louis Hawks,39,21,60,-405802800.0,1957
Boston Celtics,Philadelphia Warriors,Boston Celtics,39,22,61,-405716400.0,1957
Boston Celtics,Boston Celtics,New York Knicks,40,22,62,-405543600.0,1957
Boston Celtics,Boston Celtics,Rochester Royals,41,22,63,-405370800.0,1957
Boston Celtics,Boston Celtics,New York Knicks,41,23,64,-405198000.0,1957
Boston Celtics,Boston Celtics,Philadelphia Warriors,42,23,65,-405111600.0,1957
Boston Celtics,Rochester Royals,Boston Celtics,42,24,66,-405025200.0,1957
Boston Celtics,Boston Celtics,Rochester Royals,43,24,67,-404938800.0,1957
Boston Celtics,St. Louis Hawks,Boston Celtics,43,25,68,-404766000.0,1957
Boston Celtics,Minneapolis Lakers,Boston Celtics,43,26,69,-404593200.0,1957
Boston Celtics,Syracuse Nationals,Boston Celtics,43,27,70,-404420400.0,1957
Boston Celtics,Boston Celtics,Syracuse Nationals,43,28,71,-404334000.0,1957
Boston Celtics,Boston Celtics,New York Knicks,44,28,72,-404074800.0,1957
Fort Wayne Pistons,Rochester Royals,Fort Wayne Pistons,0,1,1,-415915200.0,1957
Fort Wayne Pistons,Fort Wayne Pistons,Minneapolis Lakers,1,1,2,-415828800.0,1957
