id,home_team,away_team,win,loss,game_number,date,year
Atlanta Hawks,Miami Heat,Atlanta Hawks,0,1,1,846824400.0,1997
Atlanta Hawks,Atlanta Hawks,Detroit Pistons,0,2,2,846910800.0,1997
Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,1,2,3,847083600.0,1997
Atlanta Hawks,Seattle Supersonics,Atlanta Hawks,2,2,4,847170000.0,1997
Atlanta Hawks,Sacramento Kings,Atlanta Hawks,3,2,5,847342800.0,1997
Atlanta Hawks,Los Angeles Lakers,Atlanta Hawks,3,3,6,847602000.0,1997
Atlanta Hawks,Atlanta Hawks,Cleveland Cavaliers,4,3,7,847774800.0,1997
Atlanta Hawks,Boston Celtics,Atlanta Hawks,4,4,8,847861200.0,1997
Atlanta Hawks,Atlanta Hawks,Miami Heat,5,4,9,848034000.0,1997
Atlanta Hawks,Chicago Bulls,Atlanta Hawks,5,5,10,848120400.0,1997
Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,5,6,11,848379600.0,1997
Atlanta Hawks,Milwaukee Bucks,Atlanta Hawks,6,6,12,848552400.0,1997
Atlanta Hawks,Toronto Raptors,Atlanta Hawks,7,6,13,848725200.0,1997
Atlanta Hawks,Atlanta Hawks,Vancouver Grizzlies,8,6,14,848984400.0,1997
Atlanta Hawks,Orlando Magic,Atlanta Hawks,8,7,15,849070800.0,1997
Atlanta Hawks,Atlanta Hawks,Washington Bullets,9,7,16,849243600.0,1997
Atlanta Hawks,Atlanta Hawks,Boston Celtics,10,7,17,849589200.0,1997
Atlanta Hawks,Detroit Pistons,Atlanta Hawks,10,8,18,849675600.0,1997
Atlanta Hawks,Atlanta Hawks,Toronto Raptors,11,8,19,849934800.0,1997
Atlanta Hawks,Atlanta Hawks,Denver Nuggets,12,8,20,850194000.0,1997
Atlanta Hawks,Atlanta Hawks,Philadelphia 76ers,13,8,21,850539600.0,1997
Atlanta Hawks,Dallas Mavericks,Atlanta Hawks,14,8,22,850798800.0,1997
Atlanta Hawks,Atlanta Hawks,New Jersey Nets,15,8,23,851058000.0,1997
Atlanta Hawks,Charlotte Hornets (Original),Atlanta Hawks,15,9,24,851144400.0,1997
Atlanta Hawks,New York Knicks,Atlanta Hawks,15,10,25,851317200.0,1997
Atlanta Hawks,Atlanta Hawks,Chicago Bulls,16,10,26,851576400.0,1997
Atlanta Hawks,Washington Bullets,Atlanta Hawks,16,11,27,851749200.0,1997
Atlanta Hawks,New Jersey Nets,Atlanta Hawks,17,11,28,852267600.0,1997
Atlanta Hawks,Atlanta Hawks,New York Knicks,18,11,29,852354000.0,1997
Atlanta Hawks,Atlanta Hawks,Phoenix Suns,19,11,30,852613200.0,1997
Atlanta Hawks,Orlando Magic,Atlanta Hawks,20,11,31,852786000.0,1997
Atlanta Hawks,Atlanta Hawks,San Antonio Spurs,21,11,32,852958800.0,1997
Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,22,11,33,853131600.0,1997
Atlanta Hawks,Atlanta Hawks,Minnesota Timberwolves,23,11,34,853218000.0,1997
Atlanta Hawks,Atlanta Hawks,Orlando Magic,24,11,35,853390800.0,1997
Atlanta Hawks,Atlanta Hawks,Milwaukee Bucks,25,11,36,853563600.0,1997
Atlanta Hawks,Atlanta Hawks,Charlotte Hornets (Original),26,11,37,853736400.0,1997
Atlanta Hawks,Miami Heat,Atlanta Hawks,26,12,38,853822800.0,1997
Atlanta Hawks,Atlanta Hawks,Washington Bullets,27,12,39,854082000.0,1997
Atlanta Hawks,Atlanta Hawks,Boston Celtics,28,12,40,854168400.0,1997
Atlanta Hawks,Los Angeles Clippers,Atlanta Hawks,29,12,41,854427600.0,1997
Atlanta Hawks,Utah Jazz,Atlanta Hawks,29,13,42,854600400.0,1997
Atlanta Hawks,Vancouver Grizzlies,Atlanta Hawks,30,13,43,854686800.0,1997
Atlanta Hawks,Denver Nuggets,Atlanta Hawks,30,14,44,854859600.0,1997
Atlanta Hawks,Golden State Warriors,Atlanta Hawks,31,14,45,855032400.0,1997
Atlanta Hawks,Phoenix Suns,Atlanta Hawks,31,15,46,855118800.0,1997
Atlanta Hawks,Atlanta Hawks,Toronto Raptors,32,15,47,855723600.0,1997
Atlanta Hawks,Atlanta Hawks,Chicago Bulls,32,16,48,855896400.0,1997
Atlanta Hawks,San Antonio Spurs,Atlanta Hawks,33,16,49,855982800.0,1997
Atlanta Hawks,Houston Rockets,Atlanta Hawks,33,17,50,856155600.0,1997
Atlanta Hawks,Atlanta Hawks,Indiana Pacers,34,17,51,856328400.0,1997
Atlanta Hawks,Atlanta Hawks,Houston Rockets,35,17,52,856501200.0,1997
Atlanta Hawks,Atlanta Hawks,Charlotte Hornets (Original),35,18,53,856587600.0,1997
Atlanta Hawks,Atlanta Hawks,Golden State Warriors,36,18,54,856760400.0,1997
Atlanta Hawks,Milwaukee Bucks,Atlanta Hawks,37,18,55,856933200.0,1997
Atlanta Hawks,Atlanta Hawks,Los Angeles Lakers,38,18,56,857106000.0,1997
Atlanta Hawks,Detroit Pistons,Atlanta Hawks,38,19,57,857278800.0,1997
Atlanta Hawks,Atlanta Hawks,Cleveland Cavaliers,39,19,58,857451600.0,1997
Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,40,19,59,857624400.0,1997
Atlanta Hawks,Atlanta Hawks,Milwaukee Bucks,41,19,60,857710800.0,1997
Atlanta Hawks,Boston Celtics,Atlanta Hawks,42,19,61,857883600.0,1997
Atlanta Hawks,Atlanta Hawks,Utah Jazz,43,19,62,858056400.0,1997
