id,home_team,away_team,win,loss,game_number,date,year
Atlanta Dream,Atlanta Dream,Dallas Wings,1,0,1,1622088000.0,2021
Atlanta Dream,Minnesota Lynx,Atlanta Dream,1,1,2,1622779200.0,2021
Atlanta Dream,Minnesota Lynx,Atlanta Dream,1,2,3,1622952000.0,2021
Atlanta Dream,Atlanta Dream,Seattle Storm,1,3,4,1623211200.0,2021
Atlanta Dream,Atlanta Dream,Seattle Storm,1,4,5,1623384000.0,2021
Atlanta Dream,Atlanta Dream,Minnesota Lynx,1,5,6,1624420800.0,2021
Atlanta Dream,Atlanta Dream,New York Liberty,2,5,7,1624939200.0,2021
Atlanta Dream,Seattle Storm,Atlanta Dream,2,6,8,1625198400.0,2021
Atlanta Dream,Las Vegas Aces,Atlanta Dream,2,7,9,1625371200.0,2021
Atlanta Dream,Phoenix Mercury,Atlanta Dream,2,8,10,1629000000.0,2021
Atlanta Dream,Los Angeles Sparks,Atlanta Dream,2,9,11,1629172800.0,2021
Atlanta Dream,Los Angeles Sparks,Atlanta Dream,2,10,12,1629345600.0,2021
Atlanta Dream,Atlanta Dream,Phoenix Mercury,2,11,13,1629518400.0,2021
Atlanta Dream,Atlanta Dream,Chicago Sky,2,12,14,1629777600.0,2021
Atlanta Dream,Atlanta Dream,Las Vegas Aces,2,13,15,1629950400.0,2021
Atlanta Dream,Dallas Wings,Atlanta Dream,2,14,16,1630555200.0,2021
Atlanta Dream,Dallas Wings,Atlanta Dream,3,14,17,1630814400.0,2021
Atlanta Dream,Atlanta Dream,Phoenix Mercury,3,15,18,1631073600.0,2021
Atlanta Dream,Washington Mystics,Atlanta Dream,3,16,19,1631246400.0,2021
Atlanta Dream,Atlanta Dream,Indiana Fever,4,16,20,1631592000.0,2021
Atlanta Dream,Atlanta Dream,Los Angeles Sparks,4,17,21,1631764800.0,2021
Atlanta Dream,Connecticut Sun,Atlanta Dream,4,18,22,1632024000.0,2021
Chicago Sky,Chicago Sky,Los Angeles Sparks,0,1,1,1622174400.0,2021
Chicago Sky,Chicago Sky,Los Angeles Sparks,0,2,2,1622347200.0,2021
Chicago Sky,Chicago Sky,Phoenix Mercury,0,3,3,1622520000.0,2021
Chicago Sky,Phoenix Mercury,Chicago Sky,0,4,4,1622692800.0,2021
Chicago Sky,Los Angeles Sparks,Chicago Sky,0,5,5,1622865600.0,2021
Chicago Sky,Minnesota Lynx,Chicago Sky,1,5,6,1623729600.0,2021
Chicago Sky,Chicago Sky,Connecticut Sun,2,5,7,1624075200.0,2021
Chicago Sky,New York Liberty,Chicago Sky,3,5,8,1624507200.0,2021
Chicago Sky,Dallas Wings,Chicago Sky,4,5,9,1625025600.0,2021
Chicago Sky,Dallas Wings,Chicago Sky,4,6,10,1625198400.0,2021
Chicago Sky,Chicago Sky,Seattle Storm,5,6,11,1629000000.0,2021
Chicago Sky,Chicago Sky,Dallas Wings,5,7,12,1629172800.0,2021
Chicago Sky,Chicago Sky,Minnesota Lynx,5,8,13,1629518400.0,2021
Chicago Sky,Atlanta Dream,Chicago Sky,6,8,14,1629777600.0,2021
Chicago Sky,Seattle Storm,Chicago Sky,7,8,15,1630036800.0,2021
Chicago Sky,Seattle Storm,Chicago Sky,8,8,16,1630209600.0,2021
Chicago Sky,Phoenix Mercury,Chicago Sky,8,9,17,1630382400.0,2021
Chicago Sky,Las Vegas Aces,Chicago Sky,8,10,18,1630555200.0,2021
Chicago Sky,Chicago Sky,Las Vegas Aces,9,10,19,1630814400.0,2021
Chicago Sky,Chicago Sky,Washington Mystics,9,11,20,1631419200.0,2021
Chicago Sky,Chicago Sky,Las Vegas Aces,9,12,21,1631851200.0,2021
Chicago Sky,Chicago Sky,Indiana Fever,10,12,22,1632024000.0,2021
Chicago Sky,Chicago Sky,Dallas Wings,11,12,23,1632369600.0,2021
Chicago Sky,Minnesota Lynx,Chicago Sky,12,12,24,1632628800.0,2021
Chicago Sky,Connecticut Sun,Chicago Sky,13,12,25,1632801600.0,2021
Chicago Sky,Connecticut Sun,Chicago Sky,13,13,26,1632974400.0,2021
Chicago Sky,Chicago Sky,Connecticut Sun,14,13,27,1633233600.0,2021
Chicago Sky,Chicago Sky,Connecticut Sun,15,13,28,1633492800.0,2021
Chicago Sky,Phoenix Mercury,Chicago Sky,16,13,29,1633838400.0,2021
Chicago Sky,Phoenix Mercury,Chicago Sky,16,14,30,1634097600.0,2021
Chicago Sky,Chicago Sky,Phoenix Mercury,17,14,31,1634270400.0,2021
Chicago Sky,Chicago Sky,Phoenix Mercury,18,14,32,1634443200.0,2021
Connecticut Sun,Connecticut Sun,Phoenix Mercury,1,0,1,1621137600.0,2021
Connecticut Sun,Phoenix Mercury,Connecticut Sun,2,0,2,1621569600.0,2021
Connecticut Sun,Las Vegas Aces,Connecticut Sun,3,0,3,1621742400.0,2021
Connecticut Sun,Seattle Storm,Connecticut Sun,3,1,4,1621915200.0,2021
Connecticut Sun,Minnesota Lynx,Connecticut Sun,3,2,5,1622347200.0,2021
Connecticut Sun,Connecticut Sun,Las Vegas Aces,4,2,6,1622520000.0,2021
Connecticut Sun,Connecticut Sun,Seattle Storm,4,3,7,1623556800.0,2021
Connecticut Sun,Chicago Sky,Connecticut Sun,4,4,8,1624075200.0,2021
Connecticut Sun,Connecticut Sun,Dallas Wings,5,4,9,1624334400.0,2021
Connecticut Sun,Indiana Fever,Connecticut Sun,5,5,10,1625284800.0,2021
Connecticut Sun,Dallas Wings,Connecticut Sun,6,5,11,1629000000.0,2021
Connecticut Sun,Connecticut Sun,Minnesota Lynx,7,5,12,1629172800.0,2021
Connecticut Sun,Connecticut Sun,Minnesota Lynx,8,5,13,1629345600.0,2021
Connecticut Sun,Connecticut Sun,Las Vegas Aces,9,5,14,1629777600.0,2021
Connecticut Sun,Connecticut Sun,Los Angeles Sparks,10,5,15,1629950400.0,2021
Connecticut Sun,Connecticut Sun,Los Angeles Sparks,11,5,16,1630123200.0,2021
Connecticut Sun,Washington Mystics,Connecticut Sun,12,5,17,1630382400.0,2021
Connecticut Sun,Dallas Wings,Connecticut Sun,13,5,18,1630987200.0,2021
Connecticut Sun,Los Angeles Sparks,Connecticut Sun,14,5,19,1631160000.0,2021
Connecticut Sun,Phoenix Mercury,Connecticut Sun,15,5,20,1631332800.0,2021
Connecticut Sun,Connecticut Sun,New York Liberty,16,5,21,1631678400.0,2021
Connecticut Sun,Connecticut Sun,Atlanta Dream,17,5,22,1632024000.0,2021
Connecticut Sun,Connecticut Sun,Chicago Sky,17,6,23,1632801600.0,2021
Connecticut Sun,Connecticut Sun,Chicago Sky,18,6,24,1632974400.0,2021
Connecticut Sun,Chicago Sky,Connecticut Sun,18,7,25,1633233600.0,2021
Connecticut Sun,Chicago Sky,Connecticut Sun,18,8,26,1633492800.0,2021
Dallas Wings,New York Liberty,Dallas Wings,0,1,1,1621828800.0,2021
Dallas Wings,Atlanta Dream,Dallas Wings,0,2,2,1622088000.0,2021
Dallas Wings,Seattle Storm,Dallas Wings,1,2,3,1622952000.0,2021
Dallas Wings,Phoenix Mercury,Dallas Wings,2,2,4,1623384000.0,2021
Dallas Wings,Dallas Wings,Minnesota Lynx,3,2,5,1624075200.0,2021
Dallas Wings,Connecticut Sun,Dallas Wings,3,3,6,1624334400.0,2021
Dallas Wings,Indiana Fever,Dallas Wings,4,3,7,1624507200.0,2021
Dallas Wings,Dallas Wings,Washington Mystics,5,3,8,1624680000.0,2021
Dallas Wings,Dallas Wings,Chicago Sky,5,4,9,1625025600.0,2021
Dallas Wings,Dallas Wings,Chicago Sky,6,4,10,1625198400.0,2021
Dallas Wings,New York Liberty,Dallas Wings,6,5,11,1625457600.0,2021
Dallas Wings,Dallas Wings,Connecticut Sun,6,6,12,1629000000.0,2021
Dallas Wings,Chicago Sky,Dallas Wings,7,6,13,1629172800.0,2021
Dallas Wings,Dallas Wings,Indiana Fever,7,7,14,1629432000.0,2021
Dallas Wings,Washington Mystics,Dallas Wings,8,7,15,1629950400.0,2021
Dallas Wings,Washington Mystics,Dallas Wings,8,8,16,1630123200.0,2021
Dallas Wings,Dallas Wings,Atlanta Dream,9,8,17,1630555200.0,2021
Dallas Wings,Dallas Wings,Atlanta Dream,9,9,18,1630814400.0,2021
Dallas Wings,Dallas Wings,Connecticut Sun,9,10,19,1630987200.0,2021
Dallas Wings,Dallas Wings,New York Liberty,10,10,20,1631332800.0,2021
Dallas Wings,Las Vegas Aces,Dallas Wings,10,11,21,1631505600.0,2021
Dallas Wings,Dallas Wings,Los Angeles Sparks,11,11,22,1632024000.0,2021
Dallas Wings,Chicago Sky,Dallas Wings,11,12,23,1632369600.0,2021
Indiana Fever,Indiana Fever,Washington Mystics,0,1,1,1621915200.0,2021
