id,home_team,away_team,win,loss,game_number,date,year
Atlanta Hawks,Dallas Mavericks,Atlanta Hawks,1,0,1,1508373000.0,2018
Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,1,1,2,1508540400.0,2018
Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,1,2,3,1508700600.0,2018
Atlanta Hawks,Miami Heat,Atlanta Hawks,1,3,4,1508801400.0,2018
Atlanta Hawks,Chicago Bulls,Atlanta Hawks,1,4,5,1509062400.0,2018
Atlanta Hawks,Atlanta Hawks,Denver Nuggets,1,5,6,1509147000.0,2018
Atlanta Hawks,Atlanta Hawks,Milwaukee Bucks,1,6,7,1509305400.0,2018
Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,1,7,8,1509577200.0,2018
Atlanta Hawks,Atlanta Hawks,Houston Rockets,1,8,9,1509751800.0,2018
Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,2,8,10,1509912000.0,2018
Atlanta Hawks,Atlanta Hawks,Boston Celtics,2,9,11,1510014600.0,2018
Atlanta Hawks,Detroit Pistons,Atlanta Hawks,2,10,12,1510358400.0,2018
Atlanta Hawks,Washington Wizards,Atlanta Hawks,2,11,13,1510444800.0,2018
Atlanta Hawks,New Orleans Pelicans,Atlanta Hawks,2,12,14,1510621200.0,2018
Atlanta Hawks,Atlanta Hawks,Sacramento Kings,3,12,15,1510792200.0,2018
Atlanta Hawks,Atlanta Hawks,Boston Celtics,3,13,16,1511051400.0,2018
Atlanta Hawks,San Antonio Spurs,Atlanta Hawks,3,14,17,1511227800.0,2018
Atlanta Hawks,Atlanta Hawks,Los Angeles Clippers,3,15,18,1511397000.0,2018
Atlanta Hawks,Atlanta Hawks,New York Knicks,4,15,19,1511569800.0,2018
Atlanta Hawks,Atlanta Hawks,Toronto Raptors,4,16,20,1511656200.0,2018
Atlanta Hawks,Atlanta Hawks,Cleveland Cavaliers,4,17,21,1512088200.0,2018
Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,5,17,22,1512244800.0,2018
Atlanta Hawks,Atlanta Hawks,Brooklyn Nets,5,18,23,1512433800.0,2018
Atlanta Hawks,Orlando Magic,Atlanta Hawks,5,19,24,1512604800.0,2018
Atlanta Hawks,Atlanta Hawks,Orlando Magic,6,19,25,1512865800.0,2018
Atlanta Hawks,New York Knicks,Atlanta Hawks,6,20,26,1512952200.0,2018
Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,6,21,27,1513123200.0,2018
Atlanta Hawks,Atlanta Hawks,Detroit Pistons,6,22,28,1513297800.0,2018
Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,6,23,29,1513386000.0,2018
Atlanta Hawks,Atlanta Hawks,Miami Heat,7,23,30,1513643400.0,2018
Atlanta Hawks,Atlanta Hawks,Indiana Pacers,7,24,31,1513816200.0,2018
Atlanta Hawks,Oklahoma City Thunder,Atlanta Hawks,7,25,32,1513990800.0,2018
Atlanta Hawks,Atlanta Hawks,Dallas Mavericks,8,25,33,1514075400.0,2018
Atlanta Hawks,Atlanta Hawks,Washington Wizards,9,25,34,1514421000.0,2018
Atlanta Hawks,Toronto Raptors,Atlanta Hawks,9,26,35,1514593800.0,2018
Atlanta Hawks,Atlanta Hawks,Portland Trail Blazers,10,26,36,1514680200.0,2018
Atlanta Hawks,Phoenix Suns,Atlanta Hawks,10,27,37,1514944800.0,2018
Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,10,28,38,1515207600.0,2018
Atlanta Hawks,Los Angeles Lakers,Atlanta Hawks,10,29,39,1515378600.0,2018
Atlanta Hawks,Los Angeles Clippers,Atlanta Hawks,10,30,40,1515468600.0,2018
Atlanta Hawks,Denver Nuggets,Atlanta Hawks,11,30,41,1515636000.0,2018
Atlanta Hawks,Atlanta Hawks,Brooklyn Nets,11,31,42,1515803400.0,2018
Atlanta Hawks,Atlanta Hawks,San Antonio Spurs,12,31,43,1516046400.0,2018
Atlanta Hawks,Atlanta Hawks,New Orleans Pelicans,13,31,44,1516235400.0,2018
Atlanta Hawks,Atlanta Hawks,Chicago Bulls,13,32,45,1516485600.0,2018
